id,4105477@WWW 技術與應用@2@1,4105506@進階資料庫系統@2@1,4105700@計算機結構@2@1,4106002@計算機專題（二）@2@1,4105100@影像處理@1@1,4105105@圖形識別@1@1,4105107@生醫影像處理系統@1@1,4105109@電腦視覺@1@1,4105111@計算攝影學：應用圖學與影像技術@1@1,4105210@類神經網路@1@1,4105310@計算方法@1@1,4105317@近似演算法@1@1,4105334@演化式計算@1@1,4105400@電腦網路@1@1,4105402@網路安全攻防技術@1@1,4105408@無線感測網路@1@1,4105414@物聯網核心技術@1@1,4105417@行動通訊網路@1@1,4105444@多媒體內容分析@1@1,4105467@多媒體網路系統與技術@1@1,4105476@網際網路資料庫系統@1@1,4105509@雲端學習科技@1@1,4105513@適地性服務之實證方法@1@1,4105567@高等數位積體電路設計@1@1,4105571@低功耗應用處理器設計@1@1,4105598@車用電子系統應用專題@1@1,4105605@編譯器@1@1,4105730@作業系統@1@1,4105753@即時作業系統@1@1,4105803@嵌入式開發軟體工具組@1@1,4105812@軟體測試@1@1,4105813@軟體分析與最佳化@1@1,4105911@生物資訊演算法@1@1,4105931@機器學習@1@1,4106000@科技英文寫作與溝通技巧@1@1,4106001@計算機專題（一）@1@1,4105015@資料工程@2@1,4105113@視訊處理@2@1,4105205@模糊系統@2@1,4105314@超啟發式演算法@2@1,4105316@圖論演算法@2@1,4105326@稀疏表示與高維幾何@2@1,4105347@最佳化導論@2@1,4105397@創意物聯網應用設計@2@1,4105399@物聯網概論@2@1,4105446@網路程式設計@2@1,4105448@多媒體學習系統設計@2@1,4105454@網路效能分析@2@1,4105466@射頻辨識系統與應用@2@1,4105508@雲端計算@2@1,4105512@雲端資料處理與方法@2@1,4105559@超大型積體電路系統設計概論@2@1,4105566@數位積體電路設計@2@1,4105594@可程式化硬體設計@2@1,4105597@醫療電子臨床導入@2@1,4105610@高等編譯器@2@1,4105755@分散式系統@2@1,4105797@嵌入式計算系統@2@1,4105818@嵌入式作業系統設計與實作研討@2@1,4105933@高等機器學習與應用@2@1,4106004@計算機專題（四）@2@1,4105306@社會網路分析@1@1,4105401@無線區域網路@1@1,4105460@網際網路資訊檢索@1@1,4105468@軟體定義網路@1@1,4105631@R 程式設計@1@1,4105752@即時作業系統理論與實務@1@1,4105915@計算生物學概論@1@1,4105929@賽局理論與機制設計@1@1,4106003@計算機專題（三）@1@1,4105558@異質系統架構程式設計與實作@2@1
603410023,NaN,NaN,74,82,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,88,NaN,NaN,100,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,86,NaN
603410025,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,74,NaN
603410027,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,92,NaN,NaN,NaN,NaN,NaN,NaN,93,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,95,NaN,NaN,NaN,NaN,NaN,78,NaN
603410032,NaN,NaN,79,100,NaN,NaN,NaN,NaN,NaN,NaN,97,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92,NaN,98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN
603410035,NaN,NaN,78,74,84,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,71,86,NaN,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
603410040,NaN,NaN,96,78,NaN,NaN,NaN,NaN,NaN,NaN,91,NaN,NaN,99,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,78,NaN
603410041,NaN,NaN,77,86,NaN,NaN,NaN,NaN,NaN,NaN,87,86,NaN,85,78,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,90,NaN
603410043,NaN,NaN,71,74,70,NaN,NaN,NaN,NaN,NaN,72,NaN,NaN,NaN,62,NaN,NaN,NaN,71,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,79,NaN,44,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN
603410044,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,93,NaN,NaN,83,86,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71,NaN,NaN,NaN,82,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN
603410045,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,91,NaN,NaN,90,92,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,99,94,NaN,NaN,NaN,NaN,92,95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN
603410046,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,97,NaN,NaN,90,79,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98,94,NaN,NaN,NaN,NaN,NaN,95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN
603410047,80,NaN,75,86,NaN,NaN,NaN,NaN,NaN,NaN,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,88,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72,NaN
603410050,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83,70,NaN,NaN,NaN,NaN,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83,79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN
603410052,75,NaN,74,70,NaN,NaN,NaN,NaN,NaN,NaN,73,NaN,NaN,62,53,NaN,NaN,NaN,NaN,NaN,77,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,74,NaN
603410053,NaN,NaN,70,78,74,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,56,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,23,89,NaN,NaN,NaN,NaN,NaN,65,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96,NaN,NaN,NaN,NaN,NaN,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93,NaN,82,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,82,NaN
603410062,NaN,NaN,93,70,NaN,NaN,NaN,NaN,NaN,NaN,99,87,NaN,81,NaN,NaN,NaN,NaN,NaN,NaN,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,70,NaN
603410065,NaN,NaN,95,94,NaN,NaN,NaN,NaN,NaN,NaN,99,NaN,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,93,NaN,95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,96,96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98,NaN
603410069,NaN,NaN,70,74,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,88,73,NaN,NaN,85,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75,NaN,NaN,NaN,NaN,68,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
603410077,NaN,NaN,84,74,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,74,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,78,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
603410079,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,83,75,75,NaN,NaN,NaN,NaN,NaN,NaN,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,93,NaN,88,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN
603410093,26,NaN,81,74,77,NaN,NaN,NaN,NaN,NaN,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,88,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,75,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN
603410094,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,99,NaN,NaN,90,79,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN
603410095,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,88,83,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72,NaN,NaN,NaN,89,99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN
603410097,80,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,76,NaN,NaN,82,70,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,92,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,82,NaN
603410099,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,93,NaN,NaN,95,78,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77,NaN,NaN,NaN,80,94,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN
603410102,NaN,NaN,80,70,NaN,NaN,NaN,NaN,NaN,NaN,89,80,NaN,79,NaN,NaN,NaN,NaN,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,70,NaN
603410104,NaN,NaN,70,74,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,75,NaN,NaN,NaN,71,NaN,NaN,92,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN
603410105,91,88,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,99,NaN,NaN,96,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
603410112,NaN,NaN,89,70,NaN,NaN,NaN,NaN,NaN,NaN,73,NaN,NaN,NaN,57,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,25,NaN,NaN,87,NaN,NaN,NaN,75,NaN,NaN,51,82,NaN,NaN,75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
603410117,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80,88,NaN,NaN,86,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,74,NaN
603410118,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,83,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,74,NaN
603410119,NaN,NaN,82,70,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,80,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN,NaN,NaN,91,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN
603410121,NaN,83,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,80,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
603410124,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76,NaN,NaN,70,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,NaN,NaN,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603410126,NaN,NaN,79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603410128,NaN,NaN,65,94,NaN,NaN,NaN,NaN,NaN,NaN,83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN,NaN,72,NaN,91,NaN,NaN,NaN,76,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,NaN,74,81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,65
603410133,92,85,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,99,NaN,NaN,86,NaN,NaN,NaN,83,NaN,NaN,NaN,NaN,87,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN
603410134,NaN,NaN,88,74,83,NaN,NaN,NaN,NaN,NaN,72,NaN,NaN,NaN,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,89,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91,NaN,78,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,70,NaN
603410139,NaN,NaN,75,74,NaN,NaN,NaN,NaN,NaN,NaN,66,NaN,NaN,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,NaN,NaN,NaN,NaN,72,83,NaN,NaN,79,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,84,NaN,NaN,55,NaN,NaN,NaN,NaN,NaN,76,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
603410140,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,91,NaN,NaN,75,80,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,70,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,68,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN
603410141,NaN,NaN,73,78,NaN,NaN,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,91,NaN,NaN,NaN,NaN,85,73,NaN,NaN,90,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN
603410148,NaN,NaN,85,74,NaN,NaN,NaN,NaN,NaN,NaN,87,82,NaN,NaN,80,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,70,NaN
603410150,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,99,NaN,NaN,87,84,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88,NaN,NaN,NaN,70,NaN,NaN,NaN,NaN,NaN,72,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN
603410001,NaN,NaN,92,98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,95,89,95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,94,NaN,95,NaN,NaN,NaN,NaN,NaN,NaN,100,NaN
603410007,NaN,NaN,77,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81,NaN,93,83,79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,83,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN,88,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN
603410021,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,100,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN
603410028,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,NaN,89,NaN,NaN,NaN,94,NaN,NaN,NaN,NaN,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83,NaN,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,NaN
603410030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82,86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
